DATE_CREATED,TURBIDEZ,PH,TEMPERATURA,TDS,CONDUTIVIDADE
2023-11-15 02:03:40,0.5,7.33,27.88,99.92,200.82
2023-11-15 02:04:21,0.5,7.34,27.9,100.48,201.3
2023-11-15 02:05:02,0.5,7.32,27.88,100.63,200.24
2023-11-15 02:05:43,0.5,7.35,27.88,99.99,200.81
2023-11-15 02:06:24,0.5,7.32,27.79,100.28,201.74
2023-11-15 02:07:06,0.5,7.32,27.86,100.41,200.9
2023-11-15 02:07:47,0.5,7.31,27.9,100.65,201.3
2023-11-15 02:08:30,0.5,7.32,28.13,100.12,199.87
2023-11-15 02:09:09,0.5,7.34,27.95,100.41,201.7
2023-11-15 02:09:50,0.5,7.31,27.92,100.87,201.78
2023-11-15 02:10:31,0.5,7.32,27.95,100.45,201.69
2023-11-15 02:11:12,0.5,7.36,27.97,100.65,201.61
2023-11-15 02:11:54,0.5,7.33,27.86,99.94,201.48
2023-11-15 02:12:35,0.5,7.35,28.13,100.85,201.01
2023-11-15 02:13:15,0.5,7.3,27.99,100.89,201.52
2023-11-15 02:13:57,0.5,7.29,27.88,100.85,201.95
2023-11-15 02:14:38,0.5,7.33,27.97,100.8,201.61
2023-11-15 02:15:19,0.5,7.32,28.06,100.74,201.26
2023-11-15 02:16:02,0.5,7.31,27.99,100.5,201.52
2023-11-15 02:16:41,0.5,7.31,28.04,100.76,201.35
2023-11-15 02:17:23,0.5,7.33,28.04,100.98,201.35
2023-11-15 02:18:03,0.5,7.32,27.97,100.8,201.61
2023-11-15 02:18:45,0.5,7.28,27.81,100.63,202.22
2023-11-15 02:19:26,0.5,7.3,28.06,100.76,201.26
2023-11-15 02:20:07,0.5,7.33,27.99,100.67,201.52
2023-11-15 02:20:48,0.5,7.32,27.99,100.67,201.52
2023-11-15 02:21:29,0.5,7.33,28.04,100.8,201.35
2023-11-15 02:22:11,0.5,7.31,28.08,101.11,201.18
2023-11-15 02:22:52,0.5,7.35,28.04,100.63,201.35
2023-11-15 02:23:33,0.5,7.31,28.08,100.76,201.18
2023-11-15 02:24:14,0.5,7.32,27.9,100.76,201.87
2023-11-15 02:24:55,0.5,7.31,28.04,100.67,201.35
2023-11-15 02:25:36,0.5,7.31,27.79,100.59,202.31
2023-11-15 02:26:17,0.5,7.29,28.08,100.67,201.18
2023-11-15 02:26:58,0.5,7.3,28.11,100.59,201.09
2023-11-15 02:27:39,0.5,7.31,28.11,100.94,201.09
2023-11-15 02:28:20,0.5,7.32,28.27,100.67,200.5
2023-11-15 02:29:02,0.5,7.33,27.99,101.15,201.52
2023-11-15 02:29:43,0.5,7.29,28.06,100.59,201.26
2023-11-15 02:30:24,0.5,7.32,28.08,100.55,201.18
2023-11-15 02:31:06,0.5,7.33,27.7,100.55,202.67
2023-11-15 02:31:47,0.5,7.32,28.2,100.25,200.75
2023-11-15 02:32:28,0.5,7.32,28.06,100.76,201.26
2023-11-15 02:33:08,0.5,7.33,28.17,100.63,200.84
2023-11-15 02:33:49,0.5,7.32,27.79,100.59,202.31
2023-11-15 02:34:31,0.5,7.3,28.06,101.34,201.26
2023-11-15 02:35:13,0.5,7.32,28.08,100.37,201.18
2023-11-15 02:35:54,0.5,7.33,28.06,100.63,201.26
2023-11-15 02:36:34,0.5,7.33,28.15,100.42,200.92
2023-11-15 02:37:15,0.5,7.35,28.8,101.16,198.61
2023-11-15 02:37:56,0.5,7.33,27.88,100.63,201.96
2023-11-15 02:38:38,0.5,7.35,28.2,100.59,200.75
2023-11-15 02:39:19,0.5,7.33,27.95,100.63,201.7
2023-11-15 02:40:00,0.5,7.34,28.17,100.46,200.84
2023-11-15 02:40:41,0.5,7.34,28.31,99.3,200.33
2023-11-15 02:41:22,0.5,7.34,28.15,100.98,200.92
2023-11-15 02:42:03,0.5,7.32,28.11,100.37,201.09
2023-11-15 02:42:45,0.5,7.33,28.06,100.85,201.26
2023-11-15 02:43:25,0.5,7.34,27.86,100.42,202.05
2023-11-15 02:44:06,0.5,7.3,28.29,100.16,200.97
2023-11-15 02:44:48,0.5,7.31,28.08,100.46,201.18
2023-11-15 02:45:29,0.5,7.32,28.15,100.55,200.92
2023-11-15 02:46:10,0.5,7.35,28.22,100.63,200.66
2023-11-15 02:46:51,0.5,7.35,28.22,101.02,200.66
2023-11-15 02:47:32,0.5,7.37,27.97,100.49,201.61
2023-11-15 02:48:13,0.5,7.35,28.89,100.59,198.27
2023-11-15 02:48:56,0.5,7.34,28.04,100.46,201.35
2023-11-15 02:49:36,0.5,7.37,28.13,100.33,201.01
2023-11-15 02:50:17,0.5,7.37,27.99,100.33,201.52
2023-11-15 02:50:58,0.5,7.31,28.11,100.81,201.09
2023-11-15 02:51:39,0.5,7.34,28.02,99.13,201.44
2023-11-15 02:52:20,0.5,7.33,28.33,100.68,200.24
2023-11-15 02:53:02,0.5,7.36,28.2,100.5,200.75
2023-11-15 02:53:43,0.5,7.37,28.17,100.76,200.84
2023-11-15 02:54:23,0.5,7.35,28.17,100.55,200.84
2023-11-15 02:55:05,0.5,7.37,28.13,100.72,201.01
2023-11-15 02:55:47,0.5,7.38,28.17,100.12,200.84
2023-11-15 02:56:27,0.5,7.33,28.2,100.37,200.75
2023-11-15 02:57:08,0.5,7.39,28.22,100.42,200.66
2023-11-15 02:57:49,0.5,7.35,28.15,100.42,200.92
2023-11-15 02:58:30,0.5,7.39,28.31,100.51,200.32
2023-11-15 02:59:11,0.5,7.37,28.15,100.42,200.92
2023-11-15 02:59:53,0.5,7.32,27.92,100.38,201.79
2023-11-15 03:00:34,0.5,7.34,28.26,100.33,200.49
2023-11-15 03:01:16,0.5,7.37,28.2,100.46,200.75
2023-11-15 03:01:56,0.5,7.39,28.33,100.16,200.24
2023-11-15 03:02:37,0.5,7.36,28.13,100.46,201.01
2023-11-15 03:03:18,0.5,7.37,28.24,100.9,200.58
2023-11-15 03:04:00,0.5,7.35,28.24,100.25,200.58
2023-11-15 03:04:41,0.5,7.36,28.38,100.38,200.07
2023-11-15 03:05:22,0.5,7.41,28.2,100.12,200.75
2023-11-15 03:06:03,0.5,7.35,28.43,100.5,199.9
2023-11-15 03:06:44,0.5,7.37,28.7,100.29,198.91
2023-11-15 03:07:25,0.5,7.36,28.26,100.29,200.49
2023-11-15 03:08:06,0.5,7.35,28.15,100.03,200.92
2023-11-15 03:08:48,0.5,7.37,27.99,100.38,201.54
2023-11-15 03:09:28,0.5,7.4,28.38,99.95,200.07
2023-11-15 03:10:10,0.5,7.4,28.24,99.45,200.58
2023-11-15 03:10:51,0.5,7.4,28.29,100.25,200.41
2023-11-15 03:11:33,0.5,7.41,28.17,100.46,200.84
2023-11-15 03:12:13,0.5,7.37,28.29,100.77,200.41
2023-11-15 03:12:55,0.5,7.38,28.22,100.04,200.66
2023-11-15 03:13:36,0.5,7.41,28.29,100.29,200.41
2023-11-15 03:14:16,0.5,7.39,28.2,100.2,200.75
2023-11-15 03:14:58,0.5,7.36,28.24,100.42,200.58
2023-11-15 03:15:39,0.5,7.36,28.24,100.2,200.58
2023-11-15 03:16:20,0.5,7.36,28.26,100.33,200.49
2023-11-15 03:17:01,0.5,7.41,28.24,100.2,200.58
2023-11-15 03:17:43,0.5,7.37,27.45,100.37,203.71
2023-11-15 03:18:23,0.5,7.39,27.68,100.29,202.81
2023-11-15 03:19:04,0.5,7.41,28.24,100.29,200.58
2023-11-15 03:19:46,0.5,7.4,28.26,100.25,200.49
2023-11-15 03:20:27,0.5,7.38,28.17,100.29,200.84
2023-11-15 03:21:08,0.5,7.39,28.26,101.85,200.49
2023-11-15 03:21:49,0.5,7.41,28.2,101.41,200.75
2023-11-15 03:22:30,0.5,7.41,28.26,100.29,200.49
2023-11-15 03:23:11,0.5,7.39,28.29,100.25,200.41
2023-11-15 03:23:53,0.5,7.4,28.22,100.42,200.66
2023-11-15 03:24:34,0.5,7.41,28.08,100.25,201.19
2023-11-15 03:25:15,0.5,7.4,28.54,100.37,199.48
2023-11-15 03:25:56,0.5,7.37,28.24,100.25,201.15
2023-11-15 03:26:37,0.5,7.4,28.54,100.2,199.48
2023-11-15 03:27:18,0.5,7.41,28.31,100.33,200.32
2023-11-15 03:27:59,0.5,7.4,28.31,100.59,200.32
2023-11-15 03:28:40,0.5,7.4,28.29,99.74,200.41
2023-11-15 03:29:21,0.5,7.42,28.17,100.57,200.84
2023-11-15 03:30:03,0.5,7.39,28.4,99.74,199.98
2023-11-15 03:30:44,0.5,7.39,28.17,100.16,200.84
2023-11-15 03:31:25,0.5,7.37,28.45,100.16,199.81
2023-11-15 03:32:07,0.5,7.42,28.33,100.2,200.24
2023-11-15 03:32:48,0.5,7.39,28.31,100.42,200.32
2023-11-15 03:33:28,0.5,7.41,28.31,99.99,200.32
2023-11-15 03:34:09,0.5,7.37,28.38,100.42,200.07
2023-11-15 03:34:51,0.5,7.39,28.38,99.9,200.06
2023-11-15 03:35:33,0.5,7.37,28.36,100.12,200.15
2023-11-15 03:36:13,0.5,7.38,28.29,100.16,200.41
2023-11-15 03:36:55,0.5,7.41,28.45,100.16,199.81
2023-11-15 03:37:35,0.5,7.41,28.29,100.03,200.41
2023-11-15 03:38:16,0.5,7.4,28.38,100.03,200.06
2023-11-15 03:38:57,0.5,7.4,28.33,100.08,200.24
2023-11-15 03:39:39,0.5,7.42,28.33,100.2,200.24
2023-11-15 03:40:20,0.5,7.42,28.38,99.91,200.06
2023-11-15 03:41:01,0.5,7.41,28.22,100.2,201.23
2023-11-15 03:41:42,0.5,7.4,28.24,100.03,200.58
2023-11-15 03:42:23,0.5,7.39,28.29,100.12,200.41
2023-11-15 03:43:04,0.5,7.4,28.33,100.12,200.24
2023-11-15 03:43:47,0.5,7.42,28.31,100.03,200.32
2023-11-15 03:44:27,0.5,7.39,27.32,100.62,204.34
2023-11-15 03:45:08,0.5,7.41,28.49,100.29,199.64
2023-11-15 03:45:50,0.5,7.41,28.38,100.2,200.06
2023-11-15 03:46:30,0.5,7.43,28.31,100.12,200.32
2023-11-15 03:47:11,0.5,7.43,28.24,100.16,200.58
2023-11-15 03:47:52,0.5,7.43,28.33,102.17,200.24
2023-11-15 03:48:33,0.5,7.38,27.93,99.82,201.82
2023-11-15 03:49:15,0.5,7.38,28.82,100.03,198.48
2023-11-15 03:49:56,0.5,7.4,28.42,100.16,199.89
2023-11-15 03:50:37,0.5,7.4,28.26,100.29,200.49
2023-11-15 03:51:19,0.5,7.41,28.33,100.12,200.24
2023-11-15 03:51:59,0.5,7.41,28.36,100.91,200.15
2023-11-15 03:52:40,0.5,7.4,28.33,99.24,200.24
2023-11-15 03:53:21,0.5,7.41,28.42,99.95,199.89
2023-11-15 03:54:02,0.5,7.4,28.11,100.25,201.1
2023-11-15 03:54:43,0.5,7.41,28.79,100.12,198.56
2023-11-15 03:55:25,0.5,7.44,28.33,100.08,200.8
2023-11-15 03:56:06,0.5,7.41,28.33,100.12,200.8
2023-11-15 03:56:48,0.5,7.43,28.33,99.95,201.37
2023-11-15 03:57:28,0.5,7.43,28.36,100.55,200.15
2023-11-15 03:58:09,0.5,7.45,28.31,99.28,200.89
2023-11-15 03:58:50,0.5,7.44,28.47,100.4,200.29
2023-11-15 03:59:31,0.5,7.43,29.1,100.4,197.5
2023-11-15 04:00:13,0.5,7.41,28.42,100.68,199.89
2023-11-15 04:00:54,0.5,7.4,28.38,100.08,200.63
2023-11-15 04:01:35,0.5,7.43,28.2,100.44,200.75
2023-11-15 04:02:16,0.5,7.43,28.52,100.15,200.11
2023-11-15 04:02:57,0.5,7.42,28.36,98.75,200.15
2023-11-15 04:03:39,0.5,7.43,28.36,99.95,200.72
2023-11-15 04:04:20,0.5,7.42,28.42,100.32,200.46
2023-11-15 04:05:01,0.5,7.47,28.29,100.38,200.41
2023-11-15 04:05:42,0.5,7.42,28.38,100.06,200.63
2023-11-15 04:06:23,0.5,7.4,28.38,100.08,201.2
2023-11-15 04:07:04,0.5,7.41,28.33,100.36,201.37
2023-11-15 04:07:46,0.5,7.41,28.42,100.23,200.46
2023-11-15 04:08:26,0.5,7.41,28.33,100.2,200.8
2023-11-15 04:09:07,0.5,7.41,28.42,100.31,199.89
2023-11-15 04:09:49,0.5,7.42,28.36,100.6,200.15
2023-11-15 04:10:29,0.5,7.42,28.4,100.68,200.54
2023-11-15 04:11:11,0.5,7.44,28.42,100.23,199.89
2023-11-15 04:11:54,0.5,7.42,28.4,100.4,199.98
2023-11-15 04:12:33,0.5,7.42,28.49,99.95,200.77
2023-11-15 04:13:14,0.5,7.4,28.33,100.08,200.24
2023-11-15 04:13:56,0.5,7.46,28.63,100.27,199.13
2023-11-15 04:14:37,0.5,7.42,28.38,99.95,200.06
2023-11-15 04:15:17,0.5,7.42,28.36,99.99,200.72
2023-11-15 04:15:59,0.5,7.43,28.38,100.38,200.06
2023-11-15 04:16:40,0.5,7.4,28.68,100.12,200.08
2023-11-15 04:17:21,0.5,7.45,28.45,99.57,200.37
2023-11-15 04:18:02,0.5,7.42,28.26,100.03,201.06
2023-11-15 04:18:43,0.5,7.41,28.42,100.36,199.89
2023-11-15 04:19:24,0.5,7.42,28.29,100.03,200.98
2023-11-15 04:20:05,0.5,7.43,28.38,100.04,200.63
2023-11-15 04:20:47,0.5,7.42,28.36,100.19,200.15
2023-11-15 04:21:28,0.5,7.42,28.45,100.53,199.81
2023-11-15 04:22:09,0.5,7.44,28.52,99.95,200.12
2023-11-15 04:22:50,0.5,7.45,28.4,100.49,201.67
2023-11-15 04:23:31,0.5,7.42,28.49,100.31,200.2
2023-11-15 04:24:12,0.5,7.39,28.42,100.07,199.89
2023-11-15 04:24:54,0.5,7.39,28.42,99.9,201.02
2023-11-15 04:25:34,0.5,7.44,28.56,100.06,199.95
2023-11-15 04:26:16,0.5,7.42,28.31,100.84,200.89
2023-11-15 04:26:57,0.5,7.42,28.4,100.1,200.54
2023-11-15 04:27:38,0.5,7.4,28.61,99.95,199.21
2023-11-15 04:28:19,0.5,7.44,28.4,100.51,199.98
2023-11-15 04:29:01,0.5,7.45,28.42,99.97,201.02
2023-11-15 04:29:41,0.5,7.4,28.38,100.44,200.63
2023-11-15 04:30:23,0.5,7.43,27.99,100.27,202.13
2023-11-15 04:31:03,0.5,7.43,28.47,99.61,200.29
2023-11-15 04:31:46,0.5,7.47,28.42,99.99,201.02
2023-11-15 04:32:26,0.5,7.44,28.49,100.51,199.64
2023-11-15 04:33:08,0.5,7.44,28.45,100.31,200.94
2023-11-15 04:33:48,0.5,7.42,28.42,101.07,201.02
2023-11-15 04:34:29,0.5,7.41,28.49,100.14,199.64
2023-11-15 04:35:11,0.5,7.41,28.45,100.51,200.37
2023-11-15 04:35:52,0.5,7.43,28.4,99.82,200.54
2023-11-15 04:36:33,0.5,7.42,28.52,100.47,200.11
2023-11-15 04:37:14,0.5,7.46,28.42,100.51,201.02
2023-11-15 04:37:56,0.5,7.39,28.54,99.82,200.03
2023-11-15 04:38:36,0.5,7.41,28.42,100.19,199.89
2023-11-15 04:39:20,0.5,7.45,28.47,100.27,199.72
2023-11-15 04:39:58,0.5,7.4,28.63,100.06,199.69
2023-11-15 04:40:39,0.5,7.45,28.47,100.51,200.28
2023-11-15 04:41:21,0.5,7.41,28.33,100.02,200.24
2023-11-15 04:42:02,0.5,7.44,28.52,99.95,201.24
2023-11-15 04:42:43,0.5,7.42,28.4,99.86,201.67
2023-11-15 04:43:25,0.5,7.4,28.42,99.85,200.46
2023-11-15 04:44:05,0.5,7.47,28.38,100.14,200.63
2023-11-15 04:44:47,0.5,7.45,28.49,100.12,201.33
2023-11-15 04:45:27,0.5,7.45,28.45,100.62,200.94
2023-11-15 04:46:09,0.5,7.45,28.47,100.84,201.41
2023-11-15 04:46:50,0.5,7.43,28.52,100.23,200.11
2023-11-15 04:47:31,0.5,7.4,28.45,100.31,199.81
2023-11-15 04:48:12,0.5,7.42,28.45,100.66,200.94
2023-11-15 04:48:54,0.5,7.43,28.45,100.47,201.5
2023-11-15 04:49:34,0.5,7.41,28.42,100.71,201.59
2023-11-15 04:50:16,0.5,7.41,28.45,100.06,200.94
2023-11-15 04:50:57,0.5,7.41,28.4,99.9,201.67
2023-11-15 04:51:39,0.5,7.42,28.47,100.47,201.98
2023-11-15 04:52:19,0.5,7.45,28.42,100.75,201.59
2023-11-15 04:53:00,0.5,7.43,28.47,100.79,200.85
2023-11-15 04:53:41,0.5,7.45,28.38,100.47,200.63
2023-11-15 04:54:22,0.5,7.46,28.56,100.84,199.39
2023-11-15 04:55:03,0.5,7.45,28.38,100.99,200.06
2023-11-15 04:55:45,0.5,7.42,28.38,100.79,201.2
2023-11-15 04:56:26,0.5,7.41,28.4,100.42,199.98
2023-11-15 04:57:07,0.5,7.42,28.45,100.32,200.37
2023-11-15 04:57:48,0.5,7.44,28.91,99.69,199.27
2023-11-15 04:58:29,0.5,7.44,28.38,100.03,201.19
2023-11-15 04:59:10,0.5,7.44,28.42,100.6,199.89
2023-11-15 04:59:51,0.5,7.45,28.38,99.99,201.76
2023-11-15 05:00:33,0.5,7.47,28.45,100.19,200.94
2023-11-15 05:01:14,0.5,7.42,28.38,99.64,201.76
2023-11-15 05:01:55,0.5,7.43,28.42,100.6,201.02
2023-11-15 05:02:37,0.5,7.43,28.49,99.95,200.77
2023-11-15 05:03:19,0.5,7.43,28.38,100.88,201.2
2023-11-15 05:03:58,0.5,7.43,28.47,100.47,200.29
2023-11-15 05:04:39,0.5,7.46,28.42,100.88,201.59
2023-11-15 05:05:21,0.5,7.43,28.42,100.51,200.46
2023-11-15 05:06:03,0.5,7.43,28.42,100.38,201.02
2023-11-15 05:06:43,0.5,7.45,28.45,100.6,202.06
2023-11-15 05:07:24,0.5,7.43,28.4,100.14,201.67
2023-11-15 05:08:05,0.5,7.45,28.52,100.79,200.68
2023-11-15 05:08:48,0.5,7.44,28.47,100.23,200.85
2023-11-15 05:09:27,0.5,7.45,28.42,100.51,201.02
2023-11-15 05:10:09,0.5,7.45,28.49,101.03,200.77
2023-11-15 05:10:51,0.5,7.45,28.54,100.84,200.59
2023-11-15 05:11:31,0.5,7.45,28.42,100.34,201.02
2023-11-15 05:12:12,0.5,7.41,28.42,100.42,199.89
2023-11-15 05:12:54,0.5,7.45,28.45,100.51,200.94
2023-11-15 05:13:34,0.5,7.44,28.49,100.38,200.76
2023-11-15 05:14:15,0.5,7.44,28.45,100.3,200.37
2023-11-15 05:14:57,0.5,7.45,28.52,100.51,201.24
2023-11-15 05:15:38,0.5,7.43,28.58,99.95,199.86
2023-11-15 05:16:19,0.5,7.41,28.49,100.47,201.33
2023-11-15 05:17:02,0.5,7.42,28.45,100.38,200.94
2023-11-15 05:17:41,0.5,7.42,28.52,100.19,200.11
2023-11-15 05:18:22,0.5,7.44,28.63,100.62,199.13
2023-11-15 05:19:03,0.5,7.43,28.49,99.93,201.89
2023-11-15 05:19:44,0.5,7.43,28.56,100.66,199.95
2023-11-15 05:20:26,0.5,7.43,28.42,100.47,201.02
2023-11-15 05:21:07,0.5,7.44,28.45,100.06,200.94
2023-11-15 05:21:48,0.5,7.44,28.84,99.57,200.07
2023-11-15 05:22:29,0.5,7.45,28.42,100.95,200.46
2023-11-15 05:23:10,0.5,7.45,28.45,99.97,200.37
2023-11-15 05:23:51,0.5,7.47,28.42,100.51,200.46
2023-11-15 05:24:32,0.5,7.45,28.42,100.47,201.02
2023-11-15 05:25:13,0.5,7.39,28.38,100.03,200.06
2023-11-15 05:25:55,0.5,7.42,28.4,100.23,200.55
2023-11-15 05:26:36,0.5,7.42,28.4,100.19,201.11
2023-11-15 05:27:17,0.5,7.44,28.47,100.23,201.41
2023-11-15 05:27:58,0.5,7.41,28.4,100.51,201.11
2023-11-15 05:28:39,0.5,7.45,28.42,100.03,199.89
2023-11-15 05:29:20,0.5,7.46,27.95,100.28,202.85
2023-11-15 05:30:02,0.5,7.46,28.42,100.55,200.46
2023-11-15 05:30:43,0.5,7.46,28.47,100.71,201.41
2023-11-15 05:31:24,0.5,7.43,28.47,100.55,199.72
2023-11-15 05:32:05,0.5,7.44,28.47,99.95,200.29
2023-11-15 05:32:47,0.5,7.44,28.45,101.43,199.81
2023-11-15 05:33:27,0.5,7.45,28.33,100.23,201.36
2023-11-15 05:34:08,0.5,7.43,28.42,100.71,201.02
2023-11-15 05:34:49,0.5,7.42,28.4,99.86,201.67
2023-11-15 05:35:30,0.5,7.43,28.45,100.14,200.37
2023-11-15 05:36:12,0.5,7.45,28.42,99.9,199.89
2023-11-15 05:36:53,0.5,7.42,28.42,100.68,201.02
2023-11-15 05:37:34,0.5,7.42,28.4,100.51,199.98
2023-11-15 05:38:15,0.5,7.42,27.43,100.84,205.02
2023-11-15 05:38:56,0.5,7.44,28.42,100.19,200.46
2023-11-15 05:39:38,0.5,7.44,28.45,99.95,200.94
2023-11-15 05:40:19,0.5,7.44,28.42,100.51,199.89
2023-11-15 05:41:00,0.5,7.44,28.4,99.99,200.54
2023-11-15 05:41:41,0.5,7.42,28.7,102.51,199.44
2023-11-15 05:42:22,0.5,7.45,28.42,100.23,199.89
2023-11-15 05:43:03,0.5,7.45,28.36,100.47,200.15
2023-11-15 05:43:44,0.5,7.43,28.42,99.95,200.46
2023-11-15 05:44:25,0.5,7.4,28.45,100.27,200.37
2023-11-15 05:45:06,0.5,7.43,27.95,99.72,202.89
2023-11-15 05:45:48,0.5,7.41,27.77,99.95,202.45
2023-11-15 05:46:29,0.5,7.45,28.36,100.07,200.71
2023-11-15 05:47:11,0.5,7.44,28.47,100.23,200.85
2023-11-15 05:47:51,0.5,7.43,28.4,100.19,201.11
2023-11-15 05:48:32,0.5,7.45,28.42,101.44,199.89
2023-11-15 05:49:13,0.5,7.45,28.45,101.22,201.5
2023-11-15 05:49:55,0.5,7.44,28.42,100.36,199.89
2023-11-15 05:50:35,0.5,7.43,28.26,100.42,201.07
2023-11-15 05:51:17,0.5,7.41,28.36,100.55,200.15
2023-11-15 05:51:59,0.5,7.43,28.42,99.95,201.02
2023-11-15 05:52:39,0.5,7.43,28.42,100.75,199.89
2023-11-15 05:53:21,0.5,7.43,28.49,99.95,199.64
2023-11-15 05:54:01,0.5,7.42,28.36,100.53,200.15
2023-11-15 05:54:42,0.5,7.42,28.42,100.07,199.89
2023-11-15 05:55:23,0.5,7.41,28.42,100.51,200.46
2023-11-15 05:56:05,0.5,7.38,28.4,99.95,199.98
2023-11-15 05:56:46,0.5,7.42,28.29,99.82,200.41
2023-11-15 05:57:27,0.5,7.45,28.4,100.07,201.11
2023-11-15 05:58:08,0.5,7.43,28.42,99.95,199.89
2023-11-15 05:58:49,0.5,7.4,28.38,100.23,200.63
2023-11-15 05:59:30,0.5,7.43,28.38,99.99,200.06
2023-11-15 06:00:11,0.5,7.45,28.4,100.2,199.98
2023-11-15 06:00:53,0.5,7.43,28.42,100.55,199.89
2023-11-15 06:01:34,0.5,7.44,28.4,99.95,199.98
2023-11-15 06:02:25,0.5,7.43,28.42,100.31,199.89
2023-11-15 06:03:06,0.5,7.42,28.42,100.03,199.89
2023-11-15 06:03:49,0.5,7.39,28.42,99.99,199.89
2023-11-15 06:04:28,0.5,7.44,28.45,99.95,199.81
2023-11-15 06:05:10,0.5,7.42,28.31,99.99,200.32
2023-11-15 06:05:51,0.5,7.42,28.45,99.95,199.81
2023-11-15 06:06:32,0.5,7.43,28.42,99.95,199.89
2023-11-15 06:07:13,0.5,7.42,28.45,99.95,199.81
2023-11-15 06:07:55,0.5,7.43,28.42,99.9,199.89
2023-11-15 06:08:35,0.5,7.44,28.22,100.16,200.67
2023-11-15 06:09:16,0.5,7.43,28.49,99.9,199.64
2023-11-15 06:09:59,0.5,7.42,28.42,99.95,199.89
2023-11-15 06:10:39,0.5,7.41,28.45,99.9,200.37
2023-11-15 06:11:20,0.5,7.4,28.4,99.95,200.54
2023-11-15 06:12:02,0.5,7.42,28.47,100.33,199.72
2023-11-15 06:12:42,0.5,7.43,28.42,99.82,199.89
2023-11-15 06:13:23,0.5,7.42,28.42,99.95,200.46
2023-11-15 06:14:07,0.5,7.4,28.42,100.19,200.46
2023-11-15 06:14:46,0.5,7.41,28.49,100.27,199.64
2023-11-15 06:15:27,0.5,7.42,28.4,99.86,199.98
2023-11-15 06:16:08,0.5,7.41,28.47,99.95,199.72
2023-11-15 06:16:49,0.5,7.41,28.42,100.23,199.89
2023-11-15 06:17:30,0.5,7.42,28.45,100.23,199.81
2023-11-15 06:18:11,0.5,7.42,28.42,99.82,199.89
2023-11-15 06:18:53,0.5,7.42,28.4,99.99,200.54
2023-11-15 06:19:33,0.5,7.43,28.4,99.86,200.54
2023-11-15 06:20:16,0.5,7.42,28.38,99.95,200.06
2023-11-15 06:20:56,0.5,7.41,28.4,99.9,200.54
2023-11-15 06:21:37,0.5,7.43,28.42,99.95,200.46
2023-11-15 06:22:18,0.5,7.42,28.45,100.27,199.81
2023-11-15 06:22:59,0.5,7.42,28.38,100.27,200.06
2023-11-15 06:23:41,0.5,7.43,28.36,100.03,200.15
2023-11-15 06:24:21,0.5,7.39,28.4,100.27,199.98
2023-11-15 06:25:02,0.5,7.42,28.33,100.23,200.24
2023-11-15 06:25:44,0.5,7.37,28.36,99.9,200.15
2023-11-15 06:26:26,0.5,7.43,28.27,100.03,200.49
2023-11-15 06:27:06,0.5,7.43,28.96,100.08,198.0
2023-11-15 06:27:48,0.5,7.41,28.4,99.99,199.98
2023-11-15 06:28:28,0.5,7.43,28.58,100.12,199.3
2023-11-15 06:29:10,0.5,7.39,28.45,100.08,199.81
2023-11-15 06:29:51,0.5,7.42,28.36,100.25,200.15
2023-11-15 06:30:32,0.5,7.4,28.33,99.0,200.24
2023-11-15 06:31:13,0.5,7.44,28.33,99.99,200.24
2023-11-15 06:31:54,0.5,7.4,28.33,99.65,200.24
2023-11-15 06:32:35,0.5,7.39,28.4,99.9,199.98
2023-11-15 06:33:16,0.5,7.39,28.36,100.08,200.15
2023-11-15 06:33:57,0.5,7.43,28.4,100.12,199.98
2023-11-15 06:34:38,0.5,7.39,28.36,100.12,200.15
2023-11-15 06:35:19,0.5,7.43,28.4,100.12,199.98
2023-11-15 06:36:02,0.5,7.41,28.33,99.99,200.24
2023-11-15 06:36:42,0.5,7.42,28.33,100.08,200.24
2023-11-15 06:37:23,0.5,7.42,28.33,99.99,200.24
2023-11-15 06:38:04,0.5,7.39,28.33,100.08,200.24
2023-11-15 06:38:46,0.5,7.42,28.33,99.99,200.24
2023-11-15 06:39:26,0.5,7.38,28.29,100.12,200.41
2023-11-15 06:40:07,0.5,7.41,28.31,100.12,200.32
2023-11-15 06:40:49,0.5,7.42,28.33,100.12,200.24
2023-11-15 06:41:30,0.5,7.41,28.47,100.12,199.73
2023-11-15 06:42:11,0.5,7.37,28.42,100.12,199.89
2023-11-15 06:42:52,0.5,7.41,28.33,100.2,200.24
2023-11-15 06:43:33,0.5,7.41,28.33,100.16,200.24
2023-11-15 06:44:14,0.5,7.4,28.36,100.12,200.15
2023-11-15 06:44:56,0.5,7.42,28.22,99.86,200.67
2023-11-15 06:45:37,0.5,7.42,28.36,99.95,200.15
2023-11-15 06:46:18,0.5,7.4,28.24,100.12,200.58
2023-11-15 06:46:59,0.5,7.41,28.52,100.12,199.56
2023-11-15 06:47:41,0.5,7.42,28.84,100.08,198.4
2023-11-15 06:48:21,0.5,7.41,28.29,100.33,200.41
2023-11-15 06:49:02,0.5,7.38,28.33,100.08,200.24
2023-11-15 06:49:44,0.5,7.37,28.33,100.29,200.24
2023-11-15 06:50:25,0.5,7.39,28.33,99.78,200.24
2023-11-15 06:51:06,0.5,7.42,28.38,99.2,200.06
2023-11-15 06:51:47,0.5,7.39,29.14,100.2,197.36
2023-11-15 06:52:28,0.5,7.42,28.36,100.12,200.15
